SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,System Architect,BS Degree,10,Hour,$106.34 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,Sr. Software Architect,BS Degree,10,Hour,$88.81 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,Project Manager III,BS Degree,7,Hour,$80.02 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,System Analyst III,BS Degree,7,Hour,$76.35 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,Network Engineer III,BS Degree,7,Hour,$67.55 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,QA/Tech Writer,BS Degree,5,Hour,$50.02 ,GS-35F-317CA,"2PIXELS, LLC",s,IT Schedule 70,customer,1,5/4/15,5/5/20
132-51,Consultant 4,Bachelors,10,Hour,$144.48 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Consultant 5,Bachelors,15,Hour,$157.61 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Curriculum Developer 5,Bachelors,13,Hour,$85.93 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Data Security Analyst 1,Bachelors,1,Hour,$59.10 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Database Administrator 5,Bachelors,13,Hour,$106.28 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Help Desk Technician 4,Bachelors,10,Hour,$55.37 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Information Assurance Engineer 4,Bachelors,10,Hour,$85.37 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Network Engineer 5,Bachelors,13,Hour,$137.35 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Program Manager 3,Bachelors,10,Hour,$113.11 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Program Manager 4,Bachelors,13,Hour,$134.80 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Program Manager 5,Masters,16,Hour,$148.21 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Software Developer 1,Associates,1,Hour,$79.06 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Software Developer 5,Bachelors,13,Hour,$120.70 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Software Systems Engineer 3,Bachelors,6,Hour,$102.83 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Systems Administrator 1,Bachelors,1,Hour,$54.63 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Systems Administrator 3,Bachelors,6,Hour,$82.00 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Systems Administrator 4,Bachelors,10,Hour,$100.54 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Systems Engineer 1,Associates,1,Hour,$51.33 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Systems Engineer 5,Bachelors,13,Hour,$107.84 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Task Order Project Manager 5,Masters,13,Hour,$112.33 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Technical Editor,Bachelors,13,Hour,$98.85 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Technical SME Specialist 4,Bachelors,13,Hour,$101.66 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Technical SME Specialist 5,Masters,13,Hour,$107.84 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Technical Writer 4,Bachelors,16,Hour,$85.37 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Technical Writer 5,Bachelors,10,Hour,$94.92 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Training Specialist 5,Bachelors,13,Hour,$98.16 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Voice Communications Technician,Bachelors,16,Hour,$48.99 ,GS-35F-331CA,"CYBERSPACE SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,5/14/15,5/14/20
132-51,Administrative Staff III,High School,5,Hour,$75.00 ,,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,COTS/ERP Consultant I,Bachelors,1,Hour,$150.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,COTS/ERP Consultant II,Bachelors,3,Hour,$275.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,Financial Analyst I,Associates,2,Hour,$96.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,Program Manager,Bachelors,10,Hour,$175.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,Programmer/System Analyst III,Bachelors,6,Hour,$125.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,Prorgram Manger I,Bachelors,1,Hour,$148.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,SME/Domain Exper IV,N/A,8,Hour,$190.00 ,GS-35F-353CA,"NEXTSTEP TECHNOLOGY, INC",S,IT Schedule 70,Customer,1,6/2/15,6/1/20
132-51,Computer Scientist I (Junior),Bachelor's Degree,3,Hour,$84.58 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Computer Scientist II,Bachelor's Degree,5,Hour,$117.61 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Computer Scientist III (Senior),Bachelor's Degree,7,Hour,$134.10 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Draftsman I **,Associate's Degree,5,Hour,$87.67 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Engineer I,Associate's Degree,2,Hour,$106.24 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Engineer III (Senior),Bachelor's Degree,8,Hour,$128.69 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Engineer IV (Principal),Master's Degree,12,Hour,$165.02 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Engineering Program Manager III (Senior),Bachelor's Degree,8,Hour,$156.16 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Field Engineer IV (Principal),Master's Degree,12,Hour,$159.57 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Information Systems Security Officer III (Senior),N/A,5,Hour,$108.31 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Process Engineer,Bachelor's Degree,5,Hour,$115.86 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Subject Matter Expert I,Bachelor's Degree,3,Hour,$110.37 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Subject Matter Expert III (Senior),Bachelor's Degree,5,Hour,$120.68 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Subject Matter Expert IV (Principal),Bachelor's Degree,10,Hour,$165.04 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Software Engineer III (Senior),Bachelor's Degree,8,Hour,$140.63 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Software Test Engineer,Bachelor's Degree,5,Hour,$108.31 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Administrator I,N/A,3,Hour,$87.67 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Administrator III (Senior),N/A,5,Hour,$110.17 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Engineer I,Associate's Degree,2,Hour,$100.75 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Engineer III (Senior),Bachelor's Degree,8,Hour,$149.53 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Engineer IV (Principal),Master's Degree,12,Hour,$165.00 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Analyst II,Bachelor's Degree,3,Hour,$119.62 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Systems Analyst III (Senior),Bachelor's Degree,5,Hour,$149.57 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Technician I **,High School Diploma,3,Hour,$67.05 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Technician III (Senior) **,High School Diploma,5,Hour,$87.67 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Training Specialist III (Senior)**,Bachelor's Degree,5,Hour,$98.00 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,Training Specialist IV (Principal)**,Bachelor's Degree,10,Hour,$131.15 ,GS-35F-356CA,"NET VISION CONSULTANTS, INC",S,IT Schedule 70,Customer,1,6/4/15,6/4/20
132-51,"Network Engineer I 
",Bachelors,2,Hour,$72.45 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,Helpdesk II,Associates,2,Hour,$72.45 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,IT Specialist II,Bachelors,2,Hour,$84.45 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,Web Developer,Bachelors,2,Hour,$92.44 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,IT Specialist I,Bachelors,2,Hour,$70.93 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,Web Architect,Bachelors,7,Hour,$140.58 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,Help Desk I,High School,2,Hour,$34.53 ,GS-35F-358CA,"BEACON ASSOCIATES, INC.",S,IT Schedule 70,Customer,2,6/6/15,6/7/20
132-51,Project Manager,BS,6,Hour,$151.49 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Developer,BS,3,Hour,$90.89 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Lead Developer,BS,10,Hour,$102.62 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Network/Systems Engineer I,BS,2,Hour,$74.28 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Network/Systems Engineer II,BS,3,Hour,$84.05 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Network/Systems Engineer III,BS,5,Hour,$93.82 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Systems Architect,BS,10,Hour,$138.78 ,GS-35F-363CA,LIT SOLUTIONS LLC,S,IT Schedule 70,Customer,1,6/10/15,6/11/20
132-51,Sharepoint Developer,Bachelors,5,Per Hour,$170.48 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Sharepoint Designer and Brander,Bachelors,1,Per Hour,$161.01 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Sharepoint Consultant,Bachelors,5,Per Hour,$170.48 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Sharepoint Discovery / Solution Architect,Bachelors,5,Per Hour,$179.95 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Project Manager,Bachelors,2,Per Hour,$151.54 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Quality Assurance Tester,Bachelors,2,Per Hour,$151.54 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Sharepoint Trainer,Bachelors,1,Per Hour,$151.54 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,SharePoint Supporter,Bachelors,1,Per Hour,$151.54 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Sharepoint Engineer (Installations/migrations etc.),Bachelors,5,Per Hour,$179.95 ,GS-35F-382CA,DATABRIDGE LLC,S,IT Schedule 70,Customer,1,6/22/15,6/23/20
132-51,Avoka Consultant,Bachelor's,5,Hour,$197.48 ,GS-35F-386CA,"AVOKA (USA), INC.",s,IT Schedule 70,Customer,1,6/23/15,6/24/20
132-51,Senior Forms Developer,Bachelor's,3,Hour,$185.14 ,GS-35F-386CA,"AVOKA (USA), INC.",s,IT Schedule 70,Customer,1,6/23/15,6/24/20
132-51,Forms Developer,Bachelor's,0,Hour,$123.43 ,GS-35F-386CA,"AVOKA (USA), INC.",s,IT Schedule 70,Customer,1,6/23/15,6/24/20
132-51,Project Manager,Bachelor's & PMP,5,Hour,$197.48 ,GS-35F-386CA,"AVOKA (USA), INC.",s,IT Schedule 70,Customer,1,6/23/15,6/24/20
132-51,Integration Developer,Bachelor's,5,Hour,$197.48 ,GS-35F-386CA,"AVOKA (USA), INC.",s,IT Schedule 70,Customer,1,6/23/15,6/24/20
132-51,Project Manager,B.S./PMP,10,Hour,$136.82 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Business Analyst 1,A.A/A.S,1,Hour,$71.69 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Business Analyst 2,B.A / B.S,4,Hour,$87.95 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Business Analyst 3,B.A / B.S,6,Hour,$92.84 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Systems Engineer,B.A / B.S,6,Hour,$92.84 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Subject Matter Expert (SME),B.S. /M.S.,15,Hour,$190.57 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Project Coordinator,B.A / B.S,2,Hour,$81.11 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Software QA/ Test Engineer,B.A / B.S,4,Hour,$83.07 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Software Quality Assurance Manager,B.A / B.S,6,Hour,$87.95 ,GS-35F-385CA,RELI GROUP INC,s,IT Schedule 70,customer,1,6/23/15,6/24/20
132-51,Chief Engineer,Bachelors,12,Hour,$177.73 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Engineer,Bachelors,0,Hour,$79.98 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Functional Subject Matter Expert A,Bachelors,14,Hour,$205.38 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Lead Engineer,Bachelors,6,Hour,$119.48 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Principal Engineer,Bachelors,5,Hour,$107.63 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Network Specialist Senior,Bachelors,4,Hour,$110.84 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Senior Engineer,Bachelors,2,Hour,$94.79 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Senior Lead Engineer,Bachelors,10,Hour,$167.86 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Subject Matter Expert,Bachelors,10,Hour,$170.54 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Chief Enterprise Architect II,Bachelors,5,Hour,$123.18 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Chief Enterprise Architect III,Bachelors,6,Hour,$129.68 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Chief Enterprise Architect IV,Bachelors,8,Hour,$156.00 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Customer,2,6/25/15,6/24/20
132-51,Chief Engineer,Bachelors,12,Hour,$177.73 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Engineer,Bachelors,0,Hour,$79.98 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Functional Subject Matter Expert A,Bachelors,14,Hour,$205.38 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Lead Engineer,Bachelors,6,Hour,$119.48 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Principal Engineer,Bachelors,5,Hour,$107.63 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Network Specialist Senior,Bachelors,4,Hour,$110.84 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Senior Engineer,Bachelors,2,Hour,$94.79 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Senior Lead Engineer,Bachelors,10,Hour,$167.86 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Subject Matter Expert,Bachelors,10,Hour,$170.54 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Chief Enterprise Architect II,Bachelors,5,Hour,$123.18 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Chief Enterprise Architect III,Bachelors,6,Hour,$129.68 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,Chief Enterprise Architect IV,Bachelors,8,Hour,$156.00 ,GS-35F-381CA,"BLACK SPOKE, LLC",S,IT Schedule 70,Both,1,6/25/15,6/24/20
132-51,"Configuration, Customization & Training",N/A,N/A,Hour,$195.47 ,GS-35F-387CA,MB3 INC,S,IT Schedule 70,Customer,1,6/25/15,6/24/20
132-51,Senior Design Engineering,Bachelors,8,Hour,$158.77 ,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC",S,IT Schedule 70,Customer,2,10/1/15,6/30/20
132-51,Design Engineering,Bachelors,5,Hour,$139.52 ,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC",S,IT Schedule 70,Customer,2,10/1/15,6/30/20
132-51,Engineering Technician,Bachelors,1,Hour,$72.17 ,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC",S,IT Schedule 70,Customer,2,10/1/15,6/30/20
132-51,Engineering Intern,High School,0,Hour,$28.87 ,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC",S,IT Schedule 70,Customer,2,10/1/15,6/30/20
132-51,Administrative Support Staff,Associates,2,Hour,$38.49 ,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC",S,IT Schedule 70,Customer,2,10/1/15,6/30/20
132-51,Sr. Project Manager,Bachelors,10,Hour,$189.52 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,6/30/15,7/1/20
132-51,Project Manager,Bachelors,7,Hour,$149.62 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/1/15,7/2/20
132-51,System Architect,Bachelors,6,Hour,$149.62 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/2/15,7/3/20
132-51,Database Architect / Designer,Bachelors,6,Hour,$129.67 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/3/15,7/4/20
132-51,Computer Systems Operations Engineer,Bachelors,6,Hour,$129.67 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/4/15,7/5/20
132-51,Technical/Systems Engineer,N/A,N/A,Hour,$78.34 ,GS-35F-408CA,I10 INC,S,IT Schedule 70,Customer,1,7/5/15,7/5/20
132-51,System Analyst,N/A,N/A,Hour,$93.70 ,GS-35F-408CA,I10 INC,S,IT Schedule 70,Customer,1,7/5/15,7/5/20
132-51,Subject Matter Expert,N/A,N/A,Hour,$127.86 ,GS-35F-408CA,I10 INC,S,IT Schedule 70,Customer,1,7/5/15,7/5/20
132-51,Sr. Software Engineer,Bachelors,6,Hour,$99.75 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/5/15,7/6/20
132-51,Jr. Software Engineer,Bachelors,2,Hour,$79.80 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/6/15,7/7/20
132-51,Sr. UX Engineer,Bachelors,6,Hour,$109.72 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/7/15,7/8/20
132-51,Senior Business Consultant,Bachelor's Degree,10,Hour,$125.94 ,GS-35F-416CA,INTELLISOLNS,S,IT Schedule 70,Customer,1,7/8/15,7/9/20
132-51,Jr. UX Engineer,Bachelors,2,Hour,$79.80 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/8/15,7/9/20
132-51,Software Test Manager,Bachelors,6,Hour,$99.75 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/9/15,7/10/20
132-51,Software Tester,Bachelors,2,Hour,$79.80 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/10/15,7/11/20
132-51,Operations Research Analyst I,Bachelors,1,Hour,$35.70 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Information Engineer Associate,Bachelors,3,Hour,$57.17 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Hardware/Software Installation Technician Lead,Bachelors,4,Hour,$62.20 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Operations Research Analyst II,Bachelors,4,Hour,$62.42 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
